interleaving insert - no failed inserts;16;1;1000000;0;strong;1;3.270438;305769.474657;1000000;0.000000;0;305769.474657;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;2;3.411457;293129.859180;1000000;0.000000;0;293129.859180;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;3;3.565579;280459.342650;1000000;0.000000;0;280459.342650;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;4;3.531768;283144.300102;1000000;0.000000;0;283144.300102;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;5;3.539628;282515.551491;1000000;0.000000;0;282515.551491;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;6;3.371547;296599.759066;1000000;0.000000;0;296599.759066;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;7;3.476019;287685.441590;1000000;0.000000;0;287685.441590;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;8;3.369362;296792.082942;1000000;0.000000;0;296792.082942;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;9;3.500487;285674.554424;1000000;0.000000;0;285674.554424;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;10;3.442087;290521.445292;1000000;0.000000;0;290521.445292;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;11;3.406884;293523.388154;1000000;0.000000;0;293523.388154;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;12;3.460728;288956.573473;1000000;0.000000;0;288956.573473;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;13;3.473375;287904.397830;1000000;0.000000;0;287904.397830;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;14;3.357579;297833.604377;1000000;0.000000;0;297833.604377;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;15;3.521362;283981.045215;1000000;0.000000;0;283981.045215;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;16;3.468588;288301.724582;1000000;0.000000;0;288301.724582;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;17;3.353740;298174.590187;1000000;0.000000;0;298174.590187;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;18;3.307819;302314.019796;1000000;0.000000;0;302314.019796;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;19;3.402041;293941.230103;1000000;0.000000;0;293941.230103;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;20;3.434043;291201.957568;1000000;0.000000;0;291201.957568;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;21;3.519539;284128.092821;1000000;0.000000;0;284128.092821;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;22;3.430241;291524.715715;1000000;0.000000;0;291524.715715;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;23;3.483239;287089.100294;1000000;0.000000;0;287089.100294;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;24;3.397952;294294.932490;1000000;0.000000;0;294294.932490;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;25;3.398735;294227.127588;1000000;0.000000;0;294227.127588;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;26;3.395961;294467.467048;1000000;0.000000;0;294467.467048;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;27;3.371516;296602.485325;1000000;0.000000;0;296602.485325;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;28;3.375694;296235.340192;1000000;0.000000;0;296235.340192;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;29;3.492646;286315.900538;1000000;0.000000;0;286315.900538;0;0.000000;0;0.000000;0;0;0.000000;
interleaving insert - no failed inserts;16;1;1000000;0;strong;30;3.393891;294647.066047;1000000;0.000000;0;294647.066047;0;0.000000;0;0.000000;0;0;0.000000;
interleaving remove - no failed removes;16;1;1000000;0;strong;1;0.279844;3573413.960225;0;0.000000;0;0.000000;1000000;99.999900;0;3573413.960225;0;0;0.000000;
interleaving remove - no failed removes;16;1;1000000;0;strong;2;0.174392;5734197.765176;0;0.000000;0;0.000000;1000000;99.999900;0;5734197.765176;0;0;0.000000;
interleaving remove - no failed removes;16;1;1000000;0;strong;3;0.263433;3796025.547586;0;0.000000;0;0.000000;1000000;99.999900;0;3796025.547586;0;0;0.000000;
interleaving remove - no failed removes;16;1;1000000;0;strong;4;0.288608;3464904.584358;0;0.000000;0;0.000000;1000000;99.999900;0;3464904.584358;0;0;0.000000;
